question_id,question_details
8d160ff9-c329-4c92-8ee0-fea435ff4d4d,"Given space-separated numbers, write a program to print the list of numbers that occur an odd number of times.

Print the numbers in a sorted order.

---

#### Input

The input will be a single line containing space-separated integers.

---

#### Output

The output should be a single line containing a list of numbers in sorted order that occur an odd number of times in a list.

---

#### Explanation

For example, if the given space-separated numbers are **1 10 1 3 3 3**,

- The number **1** occurs **2** times.
- The number **10** occurs **1** time.
- The number **3** occurs **3** times.
- The numbers that occur an odd number of times are **10** and **3**.
- Ascending order of numbers that occur odd number of times are **3** and **10**.

The output should be,

```
[3, 10]
```

<br/>

For example, if the given space-separated numbers are **58 37 79**,

- The number **58** occurs **1** time.
- The number **37** occurs **1** time.
- The number **79** occurs **1** time.
- The numbers that occur an odd number of times are **58**, **37** and **79**.
- Ascending order of numbers that occur odd number of times are **37**, **58** and **79**.

The output should be,

```
[37, 58, 79]
```

Solution Code:numbers_list = input().split()
new_list = []
output_list = []

for number in numbers_list:
    if new_list.count(number) == 0:
        new_list.append(number)
        
for each_number in new_list:
    number_count = numbers_list.count(each_number)
    if number_count % 2 == 1:
        output_list.append(int(each_number))
output_list.sort()
print(output_list)"
a579bfd0-7311-4ec8-adcc-91471704271a,"Given a list of numbers, write a program to print the smallest positive integer missing in the given numbers.<hr><b>Input</b><br/><br/>The input will be a single line containing numbers separated by space.<hr><b>Output</b><br/><br/>The output should be a single line containing the smallest missing number from given numbers.<hr><b>Explanation</b><br/><br/>For example, if the input numbers are 3, 1, 2, 5, 3, 7, 7.<br/>The number 1, 2, 3 are present. But the number 4 is not. So 4 is the smallest positive integers that is missing from the given numbers.

Solution Code:list_a = list(map(int, input().split()))
set_a = set()
for i in list_a:
    set_a.add(i)
list_set = list(set_a)
max_num = max(list_set)
index = []
for j in range(1, max_num+1):
    index = index + [j]
    if j not in list_set:
        print(j)
        break
    if index == list_set:
        print(max_num + 1)
    "
a2a471de-d7d0-4613-a07b-819028a4c58f,"Write a program that reads a number `N` and checks if the number `N` is between **50** and **100** or if the first digit of `N` is equal to **7**.

---

#### Input

The input will be a single line containing an integer representing `N`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the number `N` is between **50** and **100** or if the first digit of `N` is equal to **7**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given number is `N = 54`,

✔ The number `N` is between **50** and **100**. (**54** is between **50** and **100**)
✖ The first digit of `N` is equal to **7**. (The first digit of **54** is **5**. **5** is not equal to **7**)

The output should be **True** as `N` is between **50** and **100**.


Solution Code:N =input()
first_digit = N[0]
first_digit = int(first_digit)
first_digit_equal_to = (first_digit == 7)

number_is_between = (50 < int(N) < 100)
result = (first_digit_equal_to or number_is_between)
print(result)"
26ec4236-5d23-461b-9c4a-8bcff4df1193,"You are given some abbreviations as input. Write a program to print the acronyms separated by a dot(`.`) of those abbreviations.

---

#### Input

The first line of input contains space-separated strings.

---



#### Explanation

Consider the given abbreviation, `Indian Administrative Service`. We need to consider the first character in each of the words to get the acronym. We get the letter `I` from the first string `Indian`, we get the letter `A` from the second word `Administrative`, and we get the letter `S` from the third word `Service`. 
So, the final output should be `I.A.S`. 


Solution Code:abbreviation = input().split()

first_letter_of_each_word = []

for word in abbreviation:
  first_letter = word[0]
  first_letter_of_each_word += first_letter

print (""."".join(first_letter_of_each_word))"
a8578639-993d-44fe-a036-a0a3231d5ab8,"You are given two numbers, `A` and `B` where 1 <= A <= B, Write a program to find the number of perfect squares in the range A to B (including A and B).

---

#### Input

The first line of input is an integer `A`.
The second line of input is an integer `B`.

---



#### Explanation

In the given example, `A = 9` and `B = 100`. The perfect squares in the range A to B are

```
3 * 3 = 9
4 * 4 = 16
5 * 5 = 25
6 * 6 = 36
7 * 7 = 49
8 * 8 = 64
9 * 9 = 81
10 * 10 = 100

```

So, the output should be `8`.

Solution Code:M = int(input())
N = int(input())

count = 0
for i in range(M, N + 1):
    result = i ** 0.5 
    if int(result) == i ** 0.5:
        count = count + 1 
print(count)"
163f7019-59ed-4edc-a4e3-e5b974409854,"Given two numbers `M` and `N`. Write a program to print the first prime number from `M` to `N`. If no prime numbers are present from `M` to `N` print `No prime numbers in the given range`.

<MultiLineNote>
- A **Prime Number** is a positive number greater than **1** that has no factors other than **1** and itself.
- **Factors of N:**

  - If a number `N` is divisible by `X`, then `X` is a factor of `N`.
      - **Example:**
            - If `N = 15` and `X = 3`, then **3** is a factor of **15** as **15** is divisible by **3**.
            - If `N = 15` and `X = 7`, then **7** is **not** a factor of **15** as **15** is not divisible by **7**.
</MultiLineNote>
---

#### Input

The first line of input contains an integer representing `M`.
The second line of input contains an integer representing `N`.


---

#### Output

The output should be a single line containing an integer representing the first prime number from `M` to `N`. If no prime numbers are present from `M` to `N`, the string `No prime numbers in the given range` should be printed.

---

#### Explanation

For example, if the given numbers are `M = 25` and `N = 50`,  

- The numbers that have no factors other than **1** and itself from **25** to **50** are **29**, **31**, **37**, **41**, **43** and **47**.
- The first number that has no factors other than **1** and itself from **25** to **50** is **29**.

The output should be **29**.
<br>
For example, if the given numbers are `M = 8` and `N = 10`, 

- There are no numbers that have no factors other than **1** and itself between **8** and **10**.

The output should be **No prime numbers in the given range**.

Solution Code:m = int(input())
n = int(input())

if not (m > 1):
    m = 2

no_primes = True

for i in range(m, n+1):
    is_prime = True
    for j in range(2, i):
        if i % j == 0:
            is_prime = False
            break
    if is_prime:
        print(i)
        no_primes = False
        break

if no_primes:
    print(""No prime numbers in the given range"")"
1aa296bc-503d-44ac-8bbe-33f193d62f77,"Write a program that reads the two words `S1` and `S2` and checks if `S2` is a rotation of `S1`.
Print the number of times `S1` rotates to match `S2`, if `S2` is a rotation of `S1`. Otherwise, print **No Match**.

---

#### Input
The first line of input contains a string representing `S1`.
The second line of input contains a string representing `S2`.

---

#### Output
The output should be a single line containing an integer that is the number of right rotations made by `S1` to match `S2`, if `S2` is a rotation of `S1`. 

Otherwise, the output should be a single line containing a string **No Match**.

---

#### Explanation
Example-1:
 - If the given strings are `S1 = python` and `S2 = onpyth`, after **2** right rotations, the string `S1` is **onpyth**, which is equal to the string `S2`. So the output should be **2**.

Example-2:
 - If the given strings are `S1 = Python` and `S2 = Python`, after **0** right rotations, the string `S1` is **Python**, which is equal to the string `S2`. So the output should be **0**.
```

Solution Code:s1 = input()
s2 = input()

for i in s2:
    if len(s1) != len(s2):
        result = ""No Match""
    elif s1[0] == i:
        result = s2.index(i)
        break
    else:
        result = ""No Match""
print(result)"
d409b4fe-ff7b-4250-868b-3a8e3f765393,"Write a program that reads two numbers `A` and `B` and check if any one of the below conditions is satisfied.

- The sum of `A` and `B` is less than **10**.
- The difference between `A` and `B` is less than **10**.
- `A` is between **5** and **30**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if any one of the conditions is satisfied, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 12` and `B = 8`,

✗ The sum of `A` and `B` is less than **10**. (`12 + 8 = 20`, **20** is not less than **10**)
✔ The difference between `A` and `B` is less than **10**. (`12 - 8 = 4`, **4** is less than **10**)
✔ `A` is between **5** and **30**. (**12** is between **5** and **30**)

The output should be **True** as one of the conditions is satisfied.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

sum = first_number + second_number
difference = first_number - second_number

first_condition = sum < 10
second_condition = difference < 10
third_condition = (first_number > 5) and (first_number < 30)

result = first_condition or second_condition or third_condition
print(result)"
0d55b0ce-4064-4f88-8bb2-2f002da8edb9,"Complete the given **Car** and **Truck** classes by adding new features by following the given instructions.

A **Truck** is a **Car** but with additional behaviours. Inherit the **Car** class into **Truck** class and add new features.

<details>

<summary>**Existing _Car_ class**</summary>

* Attributes
    * color
    * max\_speed
    * acceleration
    * tyre\_friction
    * is\_engine\_started
    * current_speed
* Methods
    * start\_engine
    * stop\_engine
    * accelerate
    * apply_brakes
    * sound_horn

</details>
<br/>
<details>

<summary>**Features to be added to the _Truck_ class**</summary>

- Add **max\_cargo\_weight** attribute
    - It represents the maximum capacity the truck can carry.

- Add **load** attribute:
    - It is the current load on the truck.
    - When a new Truck is created, the current load (**load**) should be **0**.

- Add **load_cargo** method:
    - This method receives an argument **cargo_weight**, which is the weight to be loaded on the truck.
    - The current load (**load**) cannot be more than the **max\_cargo\_weight**.
    
    - If the Truck engine is **off** and the **load_cargo** method is called,
        - The current load (**load**) should increase according to the **cargo_weight** argument passed to this method.
    - If the Truck engine is **on** and the **load_cargo** method is called,
        - Print **""Cannot load cargo during motion""** as the truck can be unloaded only when the engine is off.
    - If adding the **cargo_weight** to the current load is more than the  **max\_cargo\_weight**
        - Print **""Cannot load cargo more than max limit: {max\_cargo\_weight}""**
            - Replace **max\_cargo\_weight** in the print statement with the trucks maximum cargo weight.

- Add **unload_cargo** method:
    - This method receives an argument **cargo_weight**, which is the weight to be unloaded from the truck.
    - The current load (**load**) cannot be less than **0** while unloading. If the current load (**load**) is going negitive set the **load** to **0**.
    - If the Truck engine is **on** and the **unload_cargo** method is called,
        - Print **""Cannot unload cargo during motion""**
    - Truck can be unloaded, only when the truck engine is off.
    
- Override **sound_horn** method:
    - If the car engine is **on** and the **sound_horn** method is called,
        - Print **""Honk Honk""**
    - If the car engine is **off** and the **sound_horn** method is called,
        - Print **""Car has not started yet""**

- When a new Truck is created, the engine should be off by default and **current_speed**, current_load (**load**) should be **0**.
</details>

<MultiLineNote>
You can copy the code from the previous question and add new features on top of that code.
</MultiLineNote>

<br/>

**Points to Note**  

 - The output of the testcase **Checking Default Tests** is given by the `default_test` function in the prefilled code.
 - This coding question does not have the usual input/output testcases. The class defined by you will be tested internally whether the attributes are present or not. So in testcases results you will be shown the rough description of the tests that will be verified.

Solution Code:class Car:
 def __init__(self, color, max_speed, acceleration, tyre_friction):
 self.color = color
 self.max_speed = max_speed
 self.acceleration = acceleration
 self.tyre_friction = tyre_friction
 self.is_engine_started = False
 self.current_speed = 0

 def start_engine(self):
 self.is_engine_started = True

 def stop_engine(self):
 self.is_engine_started = False

 def accelerate(self):
 if not self.is_engine_started:
 print(""Car has not started yet"")
 else:
 self.current_speed += self.acceleration
 if self.current_speed > self.max_speed:
 self.current_speed = self.max_speed

 def apply_brakes(self):
 self.current_speed -= self.tyre_friction
 if self.current_speed < 0:
 self.current_speed = 0

 def sound_horn(self):
 if self.is_engine_started:
 print(""Beep Beep"")
 else:
 print(""Car has not started yet"")


class Truck(Car):
 def __init__(self, color, max_speed, acceleration, tyre_friction, max_cargo_weight):
 super().__init__(color, max_speed, acceleration, tyre_friction)
 self.max_cargo_weight = max_cargo_weight
 self.load = 0

 def load_cargo(self, cargo_weight):
 if self.is_engine_started:
 print(""Cannot load cargo during motion"")
 elif cargo_weight + self.load > self.max_cargo_weight:
 print(""Cannot load cargo more than max limit: {}"".format(
 self.max_cargo_weight))
 else:
 self.load += cargo_weight

 def unload_cargo(self, cargo_weight):
 if self.is_engine_started:
 print(""Cannot unload cargo during motion"")
 else:
 self.load -= cargo_weight
 if self.load < 0:
 self.load = 0

 def sound_horn(self):
 if self.is_engine_started:
 print(""Honk Honk"")
 else:
 print(""Car has not started yet"")


def default_test():
 truck = Truck(color=""Red"", max_speed=250, acceleration=10, tyre_friction=3, max_cargo_weight=100)
 print(truck.is_engine_started)
 truck.load_cargo(cargo_weight=50) # Loading cargo_weight 50 to the truck
 print(truck.load) # 0 + 50 => 50
 truck.unload_cargo(cargo_weight=25) # Unloading cargo_weight 25 from the truck
 print(truck.load) # 50 - 25 => 25
 truck.unload_cargo(cargo_weight=70) # Unloading cargo_weight 70 (more than load in the truck)
 print(truck.load) # 25 - 75 => 0 as load never be negative
 truck.load_cargo(cargo_weight=120) # Prints ""Cannot load cargo more than max limit: 100""

 truck.load_cargo(cargo_weight=20) # Loading cargo_weight 20 to the truck
 truck.start_engine()
 print(truck.is_engine_started) # True
 truck.load_cargo(cargo_weight=40) # Prints ""Cannot unload cargo during motion""
 truck.unload_cargo(cargo_weight=10) # Prints ""Cannot unload cargo during motion""

 truck.sound_horn() # Prints ""Honk Honk""
 truck.stop_engine()
 truck.sound_horn() # Prints ""Car has not started yet"""
cb2fd7dc-e9ac-4c7f-94ec-32b482d09730,"You are given a string, write a program to find whether the string is palindrome or not.

`Note:` Treat uppercase letters and lowercase letters as same when comparing letters. Ignore spaces and quotes within the string.

---

#### Input

The first line of input is a string.

---

#### Output

The output should be `True` or `False`.

---

#### Explanation

In the given example, the string `""No lemon no melon""` is a palindrome as we are ignoring spaces. So, the output should be `True`.

Solution Code:word = input()
word = word.replace("" "","""")   
word = word.replace(""'"","""")
revrves_word = """"
for i in word:
    revrves_word = i +revrves_word

if revrves_word.lower() == word.lower():
    print(""True"")
else:
    print(""False"")"
32deb8c8-9e13-4c26-a04b-e18a960f1fa5,"Given a sentence `S`, write a program to print the sentence by replacing the first letter of every word with its next letter based on its Unicode value.

<MultiLineNote>
Unicode values are unique numbers that are given to every character, symbol and digit.
</MultiLineNote>

---

#### Input

The input will be a single line containing a string representing `S`.

---

#### Output

The output should be a single line containing a sentence obtained by replacing the first letter of every word with its next letter based on its Unicode value.

---

#### Explanation

For example, if the given sentence is `S = ""East And West""`,

The sentence `""East And West""` has three words.

- The first letter of the word **East** is **E**.

  - The Unicode value of **E** is **69**.
  - The letter with the next Unicode value **70** is **F**.
  - Replace **E** with **F**.

- The first letter of the word **And** is **A**.

  - The Unicode value of **A** is **65**.
  - The letter with the next Unicode value **66** is **B**.
  - Replace **A** with **B**.

- The first letter of the word **West** is **W**.

  - The Unicode value of **W** is **87**.
  - The letter with the next Unicode value **88** is **X**.
  - Replace **W** with **X**.

The output should be **""Fast Bnd Xest""**.


Solution Code:string = input() 
string = string.split() 
length_of_string = len(string)
result ="""" 
for i in string: 
    if length_of_string > 0: 
        new_word = chr(ord(i[0]) + 1) +i[1:]  
        result += new_word + "" ""  
print(result) "
d8551e86-04df-4ff8-adc3-88efff7f2dac,"Write a program that reads an age `A` and guardian status `S`, and checks if the age `A` is between **12** and **60** or if the guardian status `S` is equal to **yes**.

<MultiLineNote>

The guardian status will be either **yes** or **no**
</MultiLineNote>

---

#### Input

The first line of input contains an integer representing the age `A`.
The second line of input contains a string representing the guardian status `S`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the age is between **12** and **60** or if the guardian status `S` is equal to **yes**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given age `A = 15` and guardian status `S = ""no""`,

✔ `A` is between **12** and **60**. (**15** is between **12** and **60**)
✗ `S` is equal to **yes**.

The output should be **True** as the age is between **12** and **60**.

Solution Code:age = input()
age = int(age)

guardian_status = input()

is_valid_age = (age > 12) and (age < 60)
has_guardian = (guardian_status == ""yes"")

result = is_valid_age or has_guardian
print(result)"
2db4979f-f494-4b66-ac92-ace022fdc20d,"Write a program to compute the cumulative sum of the given N numbers after each input.<br/>Cumulative sum is the sum of all the previous inputs and the current input.<hr><b>Input</b><br/><br/>The first line of input will contain a positive integer (N).<br/>The following N lines will contain an integer in each line.<hr><b>Output</b><br/><br/>The output should be N lines printing the cumulative sum after each input in a new line.<hr><b>Explanation</b><br/><br/>For example, if the given number is 5, then read the inputs in the next 5 lines and print the cumulative sum after each input. If the given numbers in the next five lines are 8, 11, -96, 49, and 85, the cumulative sum after each input is<br/>8<br/>8 + 11 = 19<br/>8 + 11 + -96 = -77<br/>8 + 11 + -96 + 49 = -28<br/>8 + 11 + -96 + 49 + 85 = 57<br/><br/>So the output should be<br/><pre style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: .85em;margin: 1.2em 0;""><code style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: inherit;background-color: rgba(228, 237, 255,.5);border-radius: 0px;padding: 1em;display: block;-webkit-text-size-adjust: none;overflow-x: auto;white-space: pre;"">8
19
-77
-28
57
</code></pre>

Solution Code:n = int(input())

total = 0
for i in range(n):
 number = int(input())
 total = total + number
 print(total)"
e5ab46ff-36cf-4b04-9bd4-16686e02be1b,"Write a program that reads a three-digit number `N` and checks if both the given conditions are satisfied.

- Any of the digits of `N` is **equal** to **5**
- `N` is between **300** and **700**

Print **Valid Number** if both the given conditions are satisfied. Otherwise, print **Not a Valid Number**.
---

#### Input

The input will be a single line containing a three-digit integer representing `N`.

---

#### Output

The output should be a single line containing a string. **Valid Number** should be printed if both the given conditions are satisfied. Otherwise, **Not a Valid Number** should be printed.
---

<SolutionCodeForReferrence>
n=input()

not_equal_to_5=int(n[0])!=5 or int(n[1])!=5 or int(n[2])!=5
is_between=int(n)>300 and int(n)<700 

if not_equal_to_5 and is_between:
    print(""Valid Number"")
else:
    print(""Not a Valid Number"")
</SolutionCodeForReferrence>"
1998d3b2-1c88-41c8-a207-f044e357add7,"Given `N` numbers, and an index, write a program to store the numbers in a list and print the number at the given index. For this problem, each input will contain `T` test cases. Each test case will give an index `Ki` as input, which should be considered to print the number.

---

#### Input

The first line of input is an integer `N`.
The second line of input is an integer `T` representing the number of test cases.
The next `N` lines contain integers representing the numbers of the list.
The next `T` lines contain integer `Ki` for each line. 


#### Output
You need to print a number in a new line for each of the `K` test cases. 

---

#### Explanation

In the given example, there are `4` numbers `1, 2, 3, 4` as input
For the first test case, `K=0`, the number at the `0th` index is `1`. 
For the second test case, `K=3`, the number at the `3rd` index is `4`. 
So, the output should be 

| index | 0 | 1 | 2 | 3 |
|------|----|---|---|---|
| value |**1** |2 | 3 | **4**|

```
1
4
```

Solution Code:number = int(input())
test_cases = int(input())

new_list = []

for i in range(number):
    value = int(input())
    
    new_list += [value]

for i in range(test_cases):
    index = int(input())

    print(new_list[index])"
7e69824a-0657-4090-9191-a755971c2411,"Write a program that reads a sentence and prints the sum and average of the numbers that appear in the sentence, ignoring all other characters.

<MultiLineNote>
Round the average value to two decimal places.

For example, 

Average = (10 / 3) = 3.33333333333

Average = round(Average, 2) = 3.33

</MultiLineNote>

---

#### Input

The input will be a single line containing a string representing a sentence.

---

####Output

The first line of output should be an integer which is the sum of the numbers in the given sentence.

The second line of output should be a float that is the average of the numbers in the given sentence.


---

####Explanation

For example, if the given sentence is `I am 25 years and 10 months old`.

The numbers in the sentence are **25** and **10**. 

The sum of the numbers is **35**. (`25 + 10 = 35`)

The average of the numbers is **17.5**. (`35 / 2 = 17.5`)

The output should be,

```
35
17.5
```

---

For example, if the given sentence is `1time3 %times4`

The numbers in the sentence are **1**, **3**, and **4**.

The sum of numbers is **8**. (`1 + 3 + 4 = 8`)

The average of the numbers is **2.66666666667**. (`8 / 3 = 2.66666666667`)

<MultiLineNote>
Round the average value to two decimal places.

For example, 

Average = (10 / 3) = 3.33333333333

Average = round(Average, 2) = 3.33

</MultiLineNote>
After rounding the average value to two decimal places, the average is **2.67**.

So, the output should be,

```
8
2.67
```

Solution Code:input_string = input()
numbers = []
current_number = """"

for char in input_string:
    if char.isdigit():
        current_number += char
    else:
        if current_number:
            numbers.append(int(current_number))
            current_number = """"
if current_number:
    numbers.append(int(current_number))

total_sum = sum(numbers)
average = round(total_sum / len(numbers), 2)

print(total_sum)
print(average)"
137497a6-122d-4593-9c55-b3bdaf5e548a,"Given two strings `S1` and `S2` of equal length, write a program that prints a new string by appending characters from `S1` first and then from `S2` alternately.

---

#### Input

The first line of input contains a string representing `S1`.
The second line of input contains a string representing `S2`.

---

#### Output

The output should be a single line containing a string obtained by appending characters from `S1` first and then from `S2` alternately.

---

#### Constraints

The two strings `S1` and `S2` given as inputs will always have equal length.

#### Explanation

For example, if the given strings are `S1 = ""bring""` and `S2 = ""camel""`,

- Characters in `bring` are **b**, **r**, **i**, **n**, **g** and characters in `camel` are **c**, **a**, **m**, **e**, **l**.

<div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
   <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;font-weight: bold; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">b</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit;font-weight: bold; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">r</div>
   <div style=""font-family: 'Roboto';display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">i</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">n</div>
   <div style=""font-family: 'Roboto';display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;padding: 8px 12px;"">g</div>
</div>
<div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
   <div style=""font-family: 'Roboto';font-weight: 900;display: table-cell; vertical-align: inherit; border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">1</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">2</div>
   <div style=""font-family: 'Roboto';display: table-cell; font-weight: 900;vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">3</div>
   <div style=""font-family: 'Roboto';font-weight: 900;color: #808080;display: table-cell; font-weight: 900;vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">4</div>
   <div style=""font-family: 'Roboto';display: table-cell;font-weight: 900;vertical-align: inherit;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">5</div>
</div>

<br>

<div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;font-weight: bold; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">c</div>
   <div style=""font-family: 'Roboto';display: table-cell;vertical-align: inherit; font-weight: bold;text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">a</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">m</div>
   <div style=""font-family: 'Roboto';display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">e</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;padding: 8px 12px;"">l</div>
</div>
<div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit; border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">1</div>
   <div style=""font-family: 'Roboto';font-weight: 900;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">2</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">3</div>
   <div style=""font-family: 'Roboto';font-weight: 900;display: table-cell; font-weight: 900;vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">4</div>
   <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">5</div>
</div>

- New string by appending **1**st character from `bring` , **2**nd character from `camel` , **3**rd character from `bring`, **4**th character from `camel` and **5**th character from `bring` is **baieg**.


 The output should be **baieg**.

Solution Code:S1 = input()
S2 = input()
length = len(S1)
word = """"
for i in range(length) :
    if i % 2 == 0 :
        word = word + S1[i]
    else :
        word = word + S2[i]
print(word)"
25f7953a-4e71-4957-9b89-9c05c0b82a99,"Given a MxN matrix,write a program to print all Anti-Diagonals elements of matrix

**Input**

The first line of input will contain a M, N values separated by space.
The second line will contain matrix A of dimensions MxN.

**Output**

The output should contain anti-diagonal elements separated by a line.
**Explanation**

For example, if M = 4, N = 4
Matrix A:

![](https://res.cloudinary.com/learning-platform/image/fetch/dpr_auto,w_auto,f_auto,q_auto/https://nkb-backend-ccbp-media-static.s3.ap-south-1.amazonaws.com/prod/media/profile_pic/card-notes-attachment/3a175e7e-0365-4ac9-9620-fdda34c1ce31.png)
```
4 4
1 2 3 4
5 6 7 8
9 10 11 12
13 14 15 16
```
So the output should be

```
1
2 5
3 6 9
4 7 10 13
8 11 14
12 15
16
```

Solution Code:def covert_sting_into_int(list_a):
    new_list=[]
    for each in list_a:
        k=int(each)
        new_list.append(k)
    return new_list

def get_anti_diagonals(matrix,m,n):
    anti_diagonal_mat=[]
    max_sum=m+n-2
    for i in range(max_sum+1):
        for j in range(i+1):
            if(j < m)and(i - j)<n:
                print(str(matrix[j][i-j])+"" "",end="""") 
        print()

m,n=input().split()
m,n=int(m),int(n)
num_list=[]
for i in range(m):
    list_a=input().split()
    list_a=covert_sting_into_int(list_a)
    num_list.append(list_a)
get_anti_diagonals_elements=get_anti_diagonals(num_list,m,n)
"
eb4f6b58-40e0-44f8-a8bf-d347951479d0,"Given two integers M and N, write a program to print all the prime numbers from M to N.<hr><b>Input</b><br/><br/>The first line of input will contain a positive integer (M).<br/>The second line of input will contain a positive integer (N).<hr><b>Output</b><br/><br/>The output should be containing all the prime numbers from M to N, each in a new line.<hr><b>Explanation</b><br/><br/>For example, if the given numbers are M is 5 and N is 11, as all the prime numbers from 5 to 11 are 5, 7, and 11. So the output should be<br/><pre style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: .85em;margin: 1.2em 0;""><code style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: inherit;background-color: rgba(228, 237, 255,.5);border-radius: 0px;padding: 1em;display: block;-webkit-text-size-adjust: none;overflow-x: auto;white-space: pre;"">5
7
11
</code></pre><br/><br/>Similarly, if the given numbers are M is 18 and N is 40, as all the prime numbers from 18 to 40 are 19, 23, 29, 31,and 37. So the output should<br/><pre style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: .85em;margin: 1.2em 0;""><code style=""font-family: Roboto Mono,Lucida Sans Typewriter,Lucida Console,monaco,Courrier,monospace;font-size: inherit;background-color: rgba(228, 237, 255,.5);border-radius: 0px;padding: 1em;display: block;-webkit-text-size-adjust: none;overflow-x: auto;white-space: pre;"">19
23
29
31
37
</code></pre>

Solution Code:m = int(input())
n = int(input())

if not (m > 1):
 m = 2

for number in range(m, n+1):
 factors = 0
 for i in range(2, number):
 if (number % i) == 0:
 factors = factors + 1

 if factors == 0:
 print(number)"
